"name","wkt"
"DOUTORコーヒーショップ 新所沢西口店","POINT (139.455769 35.805714)"
"淡路坂珈琲 お茶の水店","POINT (139.76831 35.698467)"
"ドトールコーヒーショップ ジョイフルエーケー大麻店","POINT (141.482612 43.077035)"
"ラ・ドゥース・ヴィ","POINT (140.867466 38.218683)"
"CRUISE TOWN COFFEE ROASTERS","POINT (139.4052386 35.3283785)"
"Cuecafe","POINT (137.9974914 36.2478139)"
"奉還町256（にごろ）","POINT (133.9128309 34.6690254)"
"NO WAVE COFFEE","POINT (130.9411258 33.9549432)"
"百合珈琲","POINT (135.3594898 34.7878163)"
"星乃珈琲店狭山店","POINT (139.422909 35.854444)"
"BLACKSMITH COFFEE 西本町店","POINT (139.359206 36.293288)"
"Weather Report","POINT (136.9154169 34.9413181)"
"フィールドマジック","POINT (138.443981 35.883582)"
"コメダ珈琲店福岡宗像店","POINT (130.559098 33.809147)"
"Fikafabriken","POINT (139.646974 35.652666)"
"アルパカ","POINT (133.279792 33.968223)"
"ちやいるど","POINT (137.052447 35.109654)"
"すず","POINT (142.376491 43.776952)"
"COFFEE Braid つむぐ","POINT (139.6973151 35.7773226)"
"珈琲専門店 ハニー","POINT (139.591639 35.788969)"
"明保野珈琲店","POINT (136.732312 35.424422)"
"THE MOST COFFEE","POINT (140.879945 38.259251)"
"スターバックス","POINT (139.736713 35.672928)"
"コーヒーハウス・ドリップ","POINT (140.382226 38.424933)"
"薬膳喫茶gekiyaku","POINT (139.0671997 35.1043639)"
"異豆珈琲店","POINT (137.7371203 34.7096239)"
"太田茶店","POINT (137.8979572 34.8383339)"
"星乃珈琲店 マーブルロード店","POINT (140.873096 38.260615)"
"スターバックス","POINT (139.700333 35.659887)"
"Coffee&Sound Juggler","POINT (141.3966538 43.1670342)"
"やなか珈琲店 アトレ亀戸店","POINT (139.826368 35.697833)"
"The Word Coffee Roasters","POINT (139.8567295 35.7289862)"
"ドトールコーヒーショップ 近鉄鶴橋駅店","POINT (135.530639 34.665335)"
"里山カフェ chiki","POINT (139.6970472 36.5822819)"
"Burg Holic - Coffee and Diner -","POINT (139.721935 35.688296)"
"大山珈琲","POINT (135.5337468 34.5223383)"
"コーヒーフェアサカグチ","POINT (135.562104 34.664967)"
"グランデ珈琲","POINT (135.5025221 34.665123)"
"ギャラン","POINT (139.775257 35.711269)"
"おおきにコーヒー 京阪くずは駅中店","POINT (135.675357 34.861904)"
"自家焙煎ホクセイ","POINT (133.887996 34.325379)"
"コメダ珈琲店名東山の手店","POINT (136.994784 35.18617)"
"珈琲元年清須店","POINT (136.8490268 35.2161077)"
"珈琲大使館虎ノ門店","POINT (139.750337 35.669287)"
"川端家","POINT (131.383351 33.06919)"
"グリーンオアシス 金座街店","POINT (132.462694 34.392551)"
"カフェ ダボハウス","POINT (140.11337 35.44642)"
"Paddlers Coffee","POINT (139.6785736 35.6745834)"
"78coffee","POINT (139.462312 36.096019)"
"cafe Attente","POINT (136.466997 35.187379)"
"Salvador Coffee","POINT (141.34386 43.030785)"
"imaginebytakadacoffee","POINT (132.4465236 34.3915106)"
"スターバックス","POINT (136.099514 35.058667)"
"GRAN PAPA","POINT (135.4940989 34.6906409)"
"ADHOC","POINT (130.7236746 33.8760046)"
"とーもん","POINT (140.878651 38.260343)"
"Bean’sGoody","POINT (135.7335661 35.0369014)"
"やかんbyみちみち種や","POINT (141.3409881 43.089776)"
"Eggs 'n Things Coffee","POINT (139.473048 35.786427)"
"コメダ珈琲店守山城下店","POINT (136.970222 35.194356)"
"スターバックス","POINT (136.518797 34.579198)"
"タリーズコーヒー セブンパークアリオ柏店","POINT (140.011945 35.832313)"
"ハピリィテイク","POINT (130.44179 33.548496)"
"ジョナサン 葛西駅前店","POINT (139.87196 35.662997)"
"EXCELSIOR CAFFE 川越アトレ店","POINT (139.482708 35.908442)"
"コメダ珈琲店四日市病院前店","POINT (136.608759 34.973808)"
"カフェさおとめ","POINT (139.757974 35.732368)"
"鳴沢氷穴","POINT (138.666879 35.475196)"
"Triangle Coffee　トライアングルコーヒー","POINT (135.5053441 34.6652761)"
"たまじ珈琲","POINT (139.6370522 35.6801099)"
"VALLEY PARK STAND","POINT (139.701739 35.663284)"
"Lien","POINT (139.5501623 36.0160222)"
"CP&ch上本町駅店（カフェチャオプレッソ＆クックハウス）","POINT (135.5189472 34.6660191)"
"木馬","POINT (133.5396566 33.5601179)"
"珈琲所 コメダ珈琲店寝屋川南店","POINT (135.624798 34.752342)"
"ブラジル","POINT (139.928058 37.496897)"
"珈琲館","POINT (138.869015 35.1106)"
"パステルコーヒーショップ","POINT (139.153109 37.920336)"
"スターバックス","POINT (130.725893 32.804214)"
"シアトルズベストコーヒー博多筑紫口店","POINT (130.423994 33.58958)"
"星乃珈琲店東越谷店","POINT (139.804314 35.896589)"
"フライング・スコッツマン木屋町","POINT (132.75987 33.852758)"
"ぎんなん茶屋","POINT (139.1876342 37.650488)"
"Coffee Shop","POINT (139.7751948 35.7111996)"
"PAUSE COFFEE","POINT (135.4890501 34.700044)"
"私のごはん屋さんDon menu","POINT (141.3663672 43.1039236)"
"まん","POINT (136.951195 35.166073)"
"ローラの家","POINT (140.246327 35.766526)"
"自家焙煎 COFFEE FACTORY","POINT (140.1238704 36.0627609)"
"久保田工務店一階","POINT (141.3536944 43.0509803)"
"manu coffee 大名店","POINT (130.397054 33.586551)"
"スターバックス","POINT (139.574746 35.820107)"
"コメダ珈琲店 ZENT名古屋北店","POINT (136.909471 35.216076)"
"R荘","POINT (138.3611603 34.9187217)"
"金曜日","POINT (140.259948 35.417905)"
"大仏茶屋","POINT (137.0163519 36.7460525)"
"シャノワール","POINT (141.349758 43.060047)"
"萩原珈琲株式会社","POINT (135.2193703 34.7099132)"
"Mahameru Coffee","POINT (139.8974442 35.7835244)"
"KRAMP COFFEE STORE","POINT (127.829611 26.322631)"
"Socket roast works","POINT (138.934267 35.30826)"
"Starbucks","POINT (139.38491 35.74607)"
"和栗茶屋眞津留","POINT (136.904597 35.161805)"
"BECK'S COFFEE SHOP 新宿店","POINT (139.7005 35.68964)"
"星乃珈琲店新横浜店","POINT (139.614117 35.50926)"
"ナチュール","POINT (134.049795 34.341445)"
"星乃珈琲店船橋咲が丘店","POINT (140.025033 35.756128)"
"Starbucks","POINT (132.32057 34.29784)"
"Midori no Coffee Mame Ogikubo","POINT (139.7632497 35.69548)"
"コナズ珈琲江南","POINT (136.856374 35.333669)"
"RIBBON∞COFFEE","POINT (140.4650424 37.755616)"
"カーベハーネ","POINT (136.906318 35.170958)"
"クックタウン","POINT (136.887499 35.168293)"
"かさまカフェ","POINT (140.2537 36.384807)"
"ヴィ ド フランス 三島店","POINT (138.9123034 35.1257809)"
"六甲茶房み","POINT (135.2345568 34.7181889)"
"コルシカ珈琲","POINT (134.0461167 34.3350537)"
"コメダ珈琲店姫路国分寺店","POINT (134.734786 34.821066)"
"珈琲香房 Furfural","POINT (139.196078 36.344153)"
"コメダ珈琲店和合店","POINT (137.042436 35.107293)"
"café ALADDIN","POINT (136.024699 35.071782)"
"支留比亜珈琲野並店","POINT (136.955396 35.109867)"
"てらさき","POINT (136.602784 35.319272)"
"Starbucks Coffee - Yokosuka US Navy Base","POINT (139.6730418 35.2902417)"
"スターバックス","POINT (135.959832 35.024246)"
"アルバートコーヒー","POINT (139.595794 35.37878)"
"13 COFFEE ROASTERS","POINT (139.0720156 36.3987639)"
"コーヒーギャラリー ジャック&ベティー","POINT (136.799515 35.436878)"
"彩香房珈琲店","POINT (138.335329 35.861036)"
"CLAXON Coffee Roasters","POINT (141.4007219 43.0215067)"
"Monmouth Tea 静岡店","POINT (138.388853 34.979921)"
"ゆんたす珈琲店","POINT (130.827374 33.896753)"
"江戸深川珈琲本舗","POINT (139.801854 35.673298)"
"喫茶en","POINT (139.6332639 35.2236277)"
"coffee shop くるみや","POINT (136.24357 34.906395)"
"スターバックス","POINT (135.178517 34.680152)"
"mind_cafeandgreen","POINT (139.9175191 35.6799495)"
"珈琲屋柚子木庵","POINT (139.390037 35.613069)"
"山小屋","POINT (139.259152 35.298566)"
"DAYBREAK Liquor&Coffee","POINT (138.3902491 34.975884)"
"ふじ珈琲","POINT (130.9441408 33.9572917)"
"グルニエ","POINT (129.883441 33.173249)"
"Quadrifoglio","POINT (135.7376448 34.989343)"
"JOLT the COFFEE","POINT (139.667298 35.61984)"
"深やき珈琲 そにろき","POINT (132.556717 34.21962)"
"り凡","POINT (135.2006439 34.6951986)"
"ドトールコーヒーショップ 新潟柾谷小路店","POINT (139.046218 37.921488)"
"bloom coffee okinawa","POINT (127.739943 26.402638)"
"アイシティ ノクティプラザ溝の口店","POINT (139.6129453 35.5992488)"
"くれは珈琲焙煎堂桝カフィ","POINT (137.173286 36.718473)"
"ホッテントットコーヒー","POINT (130.880176 33.871959)"
"茶房欧亜","POINT (136.787922 35.441834)"
"Seven C's","POINT (134.493235 34.771484)"
"Loop","POINT (139.4944978 35.7787747)"
"星乃珈琲店平和台店","POINT (139.653334 35.758016)"
"イエティ ロースタリー コーヒー","POINT (139.646057 35.609349)"
"ドトールコーヒーショップ 兵庫駅前店","POINT (135.163827 34.667074)"
"ドトールコーヒーショップ 鷺沼店","POINT (139.572781 35.5795)"
"珈琲焙煎工房函館美鈴帯広店","POINT (143.176762 42.898688)"
"Starbucks","POINT (135.49689 34.67366)"
"ロジ 寺崎COFFEE","POINT (138.571781 35.660693)"
"yknot coffee works","POINT (133.5919572 34.6236439)"
"香麗屋","POINT (135.752975 35.037873)"
"ドトールコーヒーショップ 元町鯉川筋店","POINT (135.189381 34.689704)"
"喫茶ハニー","POINT (140.890034 37.052336)"
"珈茗爾","POINT (130.299748 33.256992)"
"コメダ珈琲店渋谷道玄坂上店","POINT (139.694989 35.656304)"
"かふぇ Coron","POINT (135.1636872 34.2533687)"
"呑気呆亭どんQ","POINT (140.884952 38.252342)"
"STILL THINKING COFFEE","POINT (136.8993076 35.1710748)"
"美味小屋蛮","POINT (141.1586094 41.2798544)"
"Little Mermaid","POINT (139.927432 35.720832)"
"Paul Bassett","POINT (139.7034733 35.659025)"
"Hoshino Coffee","POINT (130.4107146 33.590527)"
"Tully's Coffee","POINT (139.574749 35.545261)"
"TORAJA COFFEE 京阪くずは店","POINT (135.676034 34.861695)"
"こまち茶屋","POINT (139.5510864 35.3196949)"
"バンビ珈琲 & Store","POINT (130.8429151 33.882483)"
"ロン","POINT (139.728685 35.685873)"
"カルディ・コーヒー・ファーム","POINT (130.3601 33.583565)"
"Starbucks","POINT (139.23294 36.3389)"
"早苗","POINT (139.7203875 35.7080675)"
"UBUD Coffee Studio","POINT (130.8649261 33.8597206)"
"夏への扉","POINT (139.261045 35.790457)"
"スターバックス","POINT (133.376999 34.46723)"
"スターバックス","POINT (135.374489 34.81411)"
"ピンク・ハウス","POINT (134.985626 34.920875)"
"自家焙煎 有枝珈琲","POINT (141.5074288 40.498673)"
"Sukeroku Coffee!","POINT (139.47057 35.783055)"
"元町珈琲伊勢上地の離れ","POINT (136.672215 34.494034)"
"星乃珈琲店甲府昭和店","POINT (138.522015 35.623546)"
"SAMURAI COFFEE","POINT (139.0339498 36.4128689)"
"キプフェル","POINT (132.459044 34.384877)"
"BLACK &STAR Coffee","POINT (130.4433894 33.6595104)"
"我留慕","POINT (135.792881 34.525868)"
"UDO","POINT (134.160352 34.738695)"
"Memento mori","POINT (141.3534396 43.0583839)"
"タリーズコーヒーららぽーと磐田","POINT (137.8406797 34.7504808)"
"聖日亜","POINT (134.371549 35.020971)"
"Odaka coffee 自家焙煎珈琲","POINT (139.8644149 34.9882115)"
"コメダ珈琲店高松三名店","POINT (134.031384 34.287452)"
"Juhla Tokyo / ユフラ トーキョー","POINT (139.7559525 35.7266464)"
"珈琲家ミニザ","POINT (135.3189953 34.7265287)"
"倉式珈琲店 ららぽーと和泉店","POINT (135.447932 34.435639)"
"丸山珈琲 ハルニレテラス店","POINT (138.590376 36.359495)"
"Punk a vapore","POINT (135.780503 34.9990178)"
"星乃珈琲店黒崎店","POINT (130.761868 33.856403)"
"CUP of JOE","POINT (140.5261378 36.1665225)"
"コメダ珈琲店袋井店","POINT (137.911341 34.746681)"
"丸山珈琲","POINT (138.621412 36.342582)"
"ウッドベル","POINT (140.900929 37.048509)"
"コメダ珈琲店堺なかもず店","POINT (135.512185 34.561854)"
"六古窯鳴海店","POINT (136.9481029 35.0834244)"
"ドトールコーヒーショップ 渋谷新南口店","POINT (139.704599 35.655932)"
"Harukaze Coffee","POINT (140.1736481 35.5521728)"
"珈琲アロー","POINT (130.706844 32.801914)"
"BAR & Coffee aboab_o","POINT (139.4078294 35.4978867)"
"珈琲の夢屋","POINT (131.085022 31.7646)"
"スターバックス","POINT (137.978191 36.233941)"
"BROWN Coffee","POINT (135.3952883 34.7492875)"
"スナック喫茶アクター","POINT (136.446398 36.330192)"
"サンタカフェ 新橋店","POINT (137.951359 36.250302)"
"スターバックス","POINT (132.320584 34.297644)"
"ドトールコーヒーショップ高尾駅前店","POINT (139.284146 35.642023)"
"サムズアップ コーヒースタンド","POINT (141.214735 43.127614)"
"但馬屋珈琲店 MY店","POINT (139.698363 35.689814)"
"彩り","POINT (134.014954 34.343816)"
"茶房Batik","POINT (140.4782545 39.4600656)"
"カルディコーヒーファーム豊橋店","POINT (137.38318 34.76233)"
"MORIHICO","POINT (141.3702353 43.0569952)"
"Seed Rings","POINT (139.729552 35.608237)"
"PRIMAL COFFEE.","POINT (139.1081309 37.9059733)"
"Garagecoffee","POINT (131.4290571 31.9149039)"
"ドトールコーヒーショップ 新京極三条店","POINT (135.76769 35.00848)"
"珈琲所コメダ珈琲店新琴似一番通店","POINT (141.321499 43.106286)"
"珈琲と海老ナポリのお店 CoCo","POINT (133.886037 34.340714)"
"Life is sharing. Okazaki","POINT (137.1583993 34.9371489)"
"ドトールコーヒーショップ VIA MALL江南店","POINT (136.856104 35.343038)"
"甘味処銀座若松","POINT (139.434658 35.533295)"
"ダフネ珈琲館半田中央インター店","POINT (136.905616 34.908242)"
"蘭蝶","POINT (139.829638 35.761696)"
"Rinoami Coffee Roastery","POINT (129.8113292 33.1387195)"
"オスロコーヒー 新宿サブナード店","POINT (139.70239 35.693315)"
"Starbucks","POINT (140.32005 35.79544)"
"f×タニタカフェ","POINT (135.8177606 34.5975067)"
"Cafe l'etoile de mer inclinaison","POINT (135.410052 34.830082)"
"珈琲家","POINT (139.7791171 35.681309)"
"KALDI COFFEE FARM Kokura-uomachi","POINT (130.8796032 33.8832472)"
"楽蔵ぴあの","POINT (137.907464 36.214429)"
"SENDAI COFFEE STAND","POINT (140.8683407 38.260588)"
"コメダ珈琲店土浦真鍋店","POINT (140.198846 36.09169)"
"スターバックス","POINT (131.493765 33.281446)"
"Gemminy's","POINT (138.3890833 34.9749832)"
"スターバックス","POINT (136.959454 35.094126)"
"コメダ珈琲店熊本菊池店","POINT (130.8087941 32.9743022)"
"ritowani","POINT (143.88752 43.805139)"
"上島珈琲店イオンモール浦和美園店","POINT (139.731381 35.890851)"
"田中珈琲店","POINT (136.741398 35.272664)"
"台湾カフェ 碧庭","POINT (140.662869 36.616091)"
"まんがランド 亀有2号店","POINT (139.8491516 35.7659369)"
"ライトハウスコーヒー","POINT (130.4288177 33.5597305)"
"スターバックス","POINT (139.40325 35.958969)"
"JOCA ジョカ 大阪","POINT (135.5491411 34.7755774)"
"小梅の珈琲焙煎所 ぷらす","POINT (139.417958 35.704492)"
"ドトールコーヒーショップ横須賀大滝町店","POINT (139.669852 35.281582)"
"Manaia Coffee&Things","POINT (135.7583926 35.0378)"
"自然の森 夢紀行","POINT (140.7791493 42.0761639)"
"KALDI COFFEE FARM","POINT (135.567503 34.704342)"
"MUC COFFEE ROASTERS","POINT (138.158926 34.760996)"
"珈琲三ツ屋","POINT (136.9229345 35.0631951)"
"ぶどうの木","POINT (133.372184 34.486736)"
"Books&Cafe","POINT (136.882452 35.172267)"
"丸福珈琲 イオン大日店","POINT (135.580093 34.748687)"
"珈琲ロマン園田店","POINT (135.448602 34.752189)"
"ドトールコーヒーショップ エッソ久喜青葉ニュータウン店","POINT (139.696352 36.072648)"
"セガフレード ザネッティ","POINT (139.7715452 35.7027627)"
"スターバックス","POINT (139.962413 35.377065)"
"アポロコーヒーワークス","POINT (137.3849335 34.7217337)"
"Coffee Soldier","POINT (130.5547082 31.5926324)"
"Jubilee Coffee and Roaster","POINT (139.7216876 35.6358873)"
"上高地あずさ珈琲小阪店","POINT (135.582225 34.656365)"
"コメダ珈琲店阪急茨木駅前店","POINT (135.577152 34.816461)"
"KAMA-KAMA","POINT (131.627633 32.438018)"
"小綿商店","POINT (141.1248978 39.7262237)"
"Lima Coffee Roasters Takamatsu","POINT (134.0508708 34.3394047)"
"ドトールコーヒーショップ JR三島駅北口店","POINT (138.911824 35.125961)"
"T's style coffee エスパーナ店","POINT (127.668843 26.220538)"
"Café de Variété","POINT (139.6362943 35.7093985)"
"玉木屋珈琲","POINT (139.5748444 35.545311)"
"ティー・エリー","POINT (136.662885 36.564094)"
"Seattle's Best Coffee","POINT (135.4976986 34.6998398)"
"FIVE EIGHT KAFE AO","POINT (139.6281195 35.6136539)"
"葉山珈琲 curumu 焼津店","POINT (138.308507 34.861527)"
"ひいらぎ","POINT (141.361375 43.062629)"
"地熱珈琲","POINT (131.0765076 33.1628462)"
"珈琲蔵人珈蔵井吹台店","POINT (135.031943 34.706935)"
"コメダ珈琲店鶴ヶ島店","POINT (139.420383 35.932963)"
"住吉珈琲","POINT (135.480228 34.613843)"
"丸山珈琲・軽井沢本店","POINT (138.634384 36.343772)"
"エリエート","POINT (139.7750607 35.7019524)"
"コメダ珈琲店板橋四葉店","POINT (139.65152 35.780236)"
"パンチョリーナ","POINT (127.989124 26.594295)"
